|dates|Butler_Kansas_UnitedStates.JHU_ConfirmedCases.data|Butler_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Butler_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|18.0|0|0.0|0|0.0|0
0|2020-05-18|18.0|0|0.0|0|0.0|0
0|2020-05-19|18.0|0|0.0|0|0.0|0
0|2020-05-20|18.0|0|0.0|0|0.0|0
0|2020-05-21|22.0|0|0.0|0|0.0|0
0|2020-05-22|24.0|0|0.0|0|0.0|0
0|2020-05-23|24.0|0|0.0|0|0.0|0
