|dates|LiveOak_Texas_UnitedStates.JHU_ConfirmedCases.data|LiveOak_Texas_UnitedStates.JHU_ConfirmedCases.missing|LiveOak_Texas_UnitedStates.JHU_ConfirmedDeaths.data|LiveOak_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|LiveOak_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|LiveOak_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|6.0|0|0.0|0|0.0|0
0|2020-05-18|7.0|0|0.0|0|0.0|0
0|2020-05-19|7.0|0|0.0|0|0.0|0
0|2020-05-20|7.0|0|0.0|0|0.0|0
0|2020-05-21|9.0|0|0.0|0|0.0|0
0|2020-05-22|9.0|0|0.0|0|0.0|0
0|2020-05-23|9.0|0|0.0|0|0.0|0
