|dates|Wood_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Wood_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Wood_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Wood_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Wood_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Wood_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|6.0|0|0.0|0|0.0|0
0|2020-05-18|7.0|0|0.0|0|0.0|0
0|2020-05-19|8.0|0|0.0|0|0.0|0
0|2020-05-20|8.0|0|0.0|0|0.0|0
0|2020-05-21|9.0|0|0.0|0|0.0|0
0|2020-05-22|9.0|0|0.0|0|0.0|0
0|2020-05-23|9.0|0|0.0|0|0.0|0
